2,1,2,1,1
2,1,2,2,1
2,1,4,1,1
2,1,4,2,1
2,2,2,1,1
2,2,2,2,1
2,2,4,1,1
2,2,4,2,1
4,1,2,1,1
4,1,2,2,1
4,1,4,1,1
4,1,4,2,1
4,2,2,1,1
4,2,2,2,1
4,2,4,1,1
4,2,4,2,1
2,1,1,1,2
2,1,1,2,2
2,1,1,4,2
2,1,2,1,2
2,1,2,2,2
2,1,2,4,2
2,1,4,1,2
2,1,4,2,2
2,1,4,4,2
2,2,1,1,2
2,2,1,2,2
2,2,1,4,2
2,2,2,1,2
2,2,2,2,2
2,2,2,4,2
2,2,4,1,2
2,2,4,2,2
2,2,4,4,2
4,1,1,1,2
4,1,1,2,2
4,1,1,4,2
4,1,2,1,2
4,1,2,2,2
4,1,2,4,2
4,1,4,1,2
4,1,4,2,2
4,1,4,4,2
4,2,1,1,2
4,2,1,2,2
4,2,1,4,2
4,2,2,1,2
4,2,2,2,2
4,2,2,4,2
4,2,4,1,2
4,2,4,2,2
4,2,4,4,2
2,1,1,1,4
2,1,1,2,4
2,1,1,4,4
2,1,2,1,4
2,1,2,2,4
2,1,2,4,4
2,1,4,1,4
2,1,4,2,4
2,1,4,4,4
2,2,1,1,4
2,2,1,2,4
2,2,1,4,4
2,2,2,1,4
2,2,2,2,4
2,2,2,4,4
2,2,4,1,4
2,2,4,2,4
2,2,4,4,4
4,1,1,1,4
4,1,1,2,4
4,1,1,4,4
4,1,2,1,4
4,1,2,2,4
4,1,2,4,4
4,1,4,1,4
4,1,4,2,4
4,1,4,4,4
4,2,1,1,4
4,2,1,2,4
4,2,1,4,4
4,2,2,1,4
4,2,2,2,4
4,2,2,4,4
4,2,4,1,4
4,2,4,2,4
4,2,4,4,4
2,1,1,1,8
2,1,1,2,8
2,1,2,1,8
2,1,2,2,8
2,2,1,1,8
2,2,1,2,8
2,2,2,1,8
2,2,2,2,8
4,1,1,1,8
4,1,1,2,8
4,1,2,1,8
4,1,2,2,8
4,2,1,1,8
4,2,1,2,8
4,2,2,1,8
4,2,2,2,8
2,1,1,1,16
2,1,1,2,16
2,1,2,1,16
2,1,2,2,16
2,2,1,1,16
2,2,1,2,16
2,2,2,1,16
2,2,2,2,16
4,1,1,1,16
4,1,1,2,16
4,1,2,1,16
4,1,2,2,16
4,2,1,1,16
4,2,1,2,16
4,2,2,1,16
4,2,2,2,16
2,1,1,1,32
2,1,1,2,32
2,1,1,4,32
2,1,2,1,32
2,1,2,2,32
2,1,2,4,32
2,1,4,1,32
2,1,4,2,32
2,1,4,4,32
2,2,1,1,32
2,2,1,2,32
2,2,1,4,32
2,2,2,1,32
2,2,2,2,32
2,2,2,4,32
2,2,4,1,32
2,2,4,2,32
2,2,4,4,32
4,1,1,1,32
4,1,1,2,32
4,1,1,4,32
4,1,2,1,32
4,1,2,2,32
4,1,2,4,32
4,1,4,1,32
4,1,4,2,32
4,1,4,4,32
4,2,1,1,32
4,2,1,2,32
4,2,1,4,32
4,2,2,1,32
4,2,2,2,32
4,2,2,4,32
4,2,4,1,32
4,2,4,2,32
4,2,4,4,32
2,1,1,1,64
2,1,1,2,64
2,1,1,4,64
2,1,2,1,64
2,1,2,2,64
2,1,2,4,64
2,1,4,1,64
2,1,4,2,64
2,1,4,4,64
2,2,1,1,64
2,2,1,2,64
2,2,1,4,64
2,2,2,1,64
2,2,2,2,64
2,2,2,4,64
2,2,4,1,64
2,2,4,2,64
2,2,4,4,64
4,1,1,1,64
4,1,1,2,64
4,1,1,4,64
4,1,2,1,64
4,1,2,2,64
4,1,2,4,64
4,1,4,1,64
4,1,4,2,64
4,1,4,4,64
4,2,1,1,64
4,2,1,2,64
4,2,1,4,64
4,2,2,1,64
4,2,2,2,64
4,2,2,4,64
4,2,4,1,64
4,2,4,2,64
4,2,4,4,64
1,1,2,1,128
1,1,2,2,128
1,1,4,1,128
1,1,4,2,128
1,2,2,1,128
1,2,2,2,128
1,2,4,1,128
1,2,4,2,128
1,4,2,1,128
1,4,2,2,128
1,4,4,1,128
1,4,4,2,128
2,1,2,1,128
2,1,2,2,128
2,1,4,1,128
2,1,4,2,128
2,2,2,1,128
2,2,2,2,128
2,2,4,1,128
2,2,4,2,128
2,4,2,1,128
2,4,2,2,128
2,4,4,1,128
2,4,4,2,128
4,1,2,1,128
4,1,2,2,128
4,1,4,1,128
4,1,4,2,128
4,2,2,1,128
4,2,2,2,128
4,2,4,1,128
4,2,4,2,128
4,4,2,1,128
4,4,2,2,128
4,4,4,1,128
4,4,4,2,128
1,1,1,1,256
1,1,1,2,256
1,1,1,4,256
1,1,2,1,256
1,1,2,2,256
1,1,2,4,256
1,1,4,1,256
1,1,4,2,256
1,1,4,4,256
1,2,1,1,256
1,2,1,2,256
1,2,1,4,256
1,2,2,1,256
1,2,2,2,256
1,2,2,4,256
1,2,4,1,256
1,2,4,2,256
1,2,4,4,256
1,4,1,1,256
1,4,1,2,256
1,4,1,4,256
1,4,2,1,256
1,4,2,2,256
1,4,2,4,256
1,4,4,1,256
1,4,4,2,256
1,4,4,4,256
2,1,1,1,256
2,1,1,2,256
2,1,1,4,256
2,1,2,1,256
2,1,2,2,256
2,1,2,4,256
2,1,4,1,256
2,1,4,2,256
2,1,4,4,256
2,2,1,1,256
2,2,1,2,256
2,2,1,4,256
2,2,2,1,256
2,2,2,2,256
2,2,2,4,256
2,2,4,1,256
2,2,4,2,256
2,2,4,4,256
2,4,1,1,256
2,4,1,2,256
2,4,1,4,256
2,4,2,1,256
2,4,2,2,256
2,4,2,4,256
2,4,4,1,256
2,4,4,2,256
2,4,4,4,256
4,1,1,1,256
4,1,1,2,256
4,1,1,4,256
4,1,2,1,256
4,1,2,2,256
4,1,2,4,256
4,1,4,1,256
4,1,4,2,256
4,1,4,4,256
4,2,1,1,256
4,2,1,2,256
4,2,1,4,256
4,2,2,1,256
4,2,2,2,256
4,2,2,4,256
4,2,4,1,256
4,2,4,2,256
4,2,4,4,256
4,4,1,1,256
4,4,1,2,256
4,4,1,4,256
4,4,2,1,256
4,4,2,2,256
4,4,2,4,256
4,4,4,1,256
4,4,4,2,256
4,4,4,4,256
1,1,1,1,512
1,1,1,2,512
1,1,1,4,512
1,1,2,1,512
1,1,2,2,512
1,1,2,4,512
1,1,4,1,512
1,1,4,2,512
1,1,4,4,512
1,2,1,1,512
1,2,1,2,512
1,2,1,4,512
1,2,2,1,512
1,2,2,2,512
1,2,2,4,512
1,2,4,1,512
1,2,4,2,512
1,2,4,4,512
1,4,1,1,512
1,4,1,2,512
1,4,1,4,512
1,4,2,1,512
1,4,2,2,512
1,4,2,4,512
1,4,4,1,512
1,4,4,2,512
1,4,4,4,512
2,1,1,1,512
2,1,1,2,512
2,1,1,4,512
2,1,2,1,512
2,1,2,2,512
2,1,2,4,512
2,1,4,1,512
2,1,4,2,512
2,1,4,4,512
2,2,1,1,512
2,2,1,2,512
2,2,1,4,512
2,2,2,1,512
2,2,2,2,512
2,2,2,4,512
2,2,4,1,512
2,2,4,2,512
2,2,4,4,512
2,4,1,1,512
2,4,1,2,512
2,4,1,4,512
2,4,2,1,512
2,4,2,2,512
2,4,2,4,512
2,4,4,1,512
2,4,4,2,512
2,4,4,4,512
4,1,1,1,512
4,1,1,2,512
4,1,1,4,512
4,1,2,1,512
4,1,2,2,512
4,1,2,4,512
4,1,4,1,512
4,1,4,2,512
4,1,4,4,512
4,2,1,1,512
4,2,1,2,512
4,2,1,4,512
4,2,2,1,512
4,2,2,2,512
4,2,2,4,512
4,2,4,1,512
4,2,4,2,512
4,2,4,4,512
4,4,1,1,512
4,4,1,2,512
4,4,1,4,512
4,4,2,1,512
4,4,2,2,512
4,4,2,4,512
4,4,4,1,512
4,4,4,2,512
4,4,4,4,512
1,1,1,1,1024
1,1,1,2,1024
1,1,2,1,1024
1,1,2,2,1024
1,1,4,1,1024
1,1,4,2,1024
1,2,1,1,1024
1,2,1,2,1024
1,2,2,1,1024
1,2,2,2,1024
1,2,4,1,1024
1,2,4,2,1024
1,4,1,1,1024
1,4,1,2,1024
1,4,2,1,1024
1,4,2,2,1024
1,4,4,1,1024
1,4,4,2,1024
2,1,1,1,1024
2,1,1,2,1024
2,1,2,1,1024
2,1,2,2,1024
2,2,1,1,1024
2,2,1,2,1024
2,2,2,1,1024
2,2,2,2,1024
2,4,1,1,1024
2,4,1,2,1024
2,4,2,1,1024
2,4,2,2,1024
2,4,4,1,1024
2,4,4,2,1024
4,1,1,1,1024
4,1,1,2,1024
4,1,2,1,1024
4,1,2,2,1024
4,2,1,1,1024
4,2,1,2,1024
4,2,2,1,1024
4,2,2,2,1024
4,4,1,1,1024
4,4,1,2,1024
4,4,2,1,1024
4,4,2,2,1024
4,4,4,1,1024
4,4,4,2,1024
1,1,1,1,2048
